date,AdrActCnt,BlkCnt,CapMrktCurUSD,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2016-12-10,1290,23508,670839082.4396782339996214628,0.00277045501157535,0.00001858590103537737178512938626,0.00015,0.0000010062914372037915,2513.079741,16.85927082919081404692001,2198.38981395,345.92507614654625,0.000008650973115137346,0.00670860958135861,-23.643918450641912,-16.577519151506802,99996739160.936783,907100,8941,45486354.84317,305150.1959219678761220791937,5140.67283784476,34.48676705459531301302506938,700,4.696026706951027,45962755.84317,308346.1842351366992846891937,0.047062394934536886,0.02196806136623558,0.023805999199155964
2016-12-11,1231,23521,679338155.4602407694078836176,0.00288812440435555,0.00001962077136075468321465949265,0.00015,0.0000010190404885865445,2563.770705,17.41724101231379764185915,2284.06670758,351.9167752599796,0.000008817180011689064,0.00679360325724363,-20.562041208479993,-15.989286811936514,99996736597.166078,887694,7228,43780129.654321,297424.8314221435827111792252,6084.41196102947,41.33508091686190975104939978,1000,6.79360325724363,43978129.654321,298769.9648670778214511792252,0.04448082242524778,0.022132895634041406,0.023864888254045542
2016-12-12,1571,23618,670789924.2927266949244812677,0.00336597924445242,0.0000225793871811447208970037627,0.00015,0.000001006217754537192,3096.684075,20.772923309717209744116,1190.87467616,348.0616956172364,0.000008616649327878445,0.00670811836358128,-21.682921190572927,-16.63860079031881,99996733500.482003,919995,28402,83969149.316991,563274.9925076058221207135285,2962.96913305369,19.87594765216196285157091892,400,2.683247345432512,84154249.316991,564516.6652167047170487135285,0.043906013936987516,0.022167280338407976,0.02388389478463706
2016-12-13,1717,23329,679573724.7113379010106057597,0.0047735335317412,0.00003244074069624879564826156923,0.00015,0.0000010193939294823285,4308.199936,29.27835241169704104553984,1310.26587446,352.8184390088868,0.000008724729398012866,0.00679595952988219,-2.803942379985457,-16.24377418691418,99996729192.282067,902518,31872,76317891.766312,518653.3038497855585243707833,2399.87976174423,16.30948573739709945628081226,400,2.718383811952876,76488967.766312,519815.9294223196840608107833,0.04391047573079375,0.022289214112736162,0.023682079024696073
2016-12-14,1712,23466,663956720.6065132855258574885,0.00377976694983888,0.00002509683844623121731888540497,0.00015,9.95967692424834E-7,3546.993782,23.55127474735849800254792,971.76222744,365.1851229495945,0.000008545807714786675,0.00663978461616556,8.414469357124663,-16.536706677523842,99996725645.288285,938416,30633,102902461.962281,683250.1839027150876715712424,4018.4984155088,26.68196395938100865029243693,400,2.655913846466224,123098661.962281,817348.6019677179705435712424,0.043931165021682005,0.022373231437271587,0.02375052124767698
2016-12-15,2419,23548,669940369.0171930033015237168,0.00256818898766488,0.00001720589851459245377945195342,0.00015,0.000001004943479465478,2042.45502,13.6836790296702163853304,1435.47373822,397.1415972919007,0.000008631568673290475,0.00669962319643652,0.03931362690647954,-14.446063363765136,99996723602.833265,795290,29834,69661130.636214,466703.3267003740287652641353,2461.03726071643,16.48802231919038599135821602,400,2.679849278574608,73422585.636214,491903.6578707261591018641353,0.04393529866367695,0.022457525456678496,0.023800534271905677
2016-12-16,1880,23428,658836262.2277861270369701348,0.00492060592884499,0.00003241979996396909787065014062,0.00015,9.882868217688885E-7,4879.735376,32.15052110546834739766384,515.43127025,390.8826060756308,0.000008422812974868506,0.00658857881179259,1.1302354485941701,-14.086626447563269,99996718723.097889,991694,37382,194005921.826268,1278223.305906838921587629754,5202.19254791793,34.27505559607738155653550214,400,2.635431524717036,194468361.826268,1281270.128292564286907229754,0.04385350018879328,0.022369294842960238,0.023845869134924844
2016-12-17,1541,23420,650505122.667765280388708739,0.0037151161398551,0.00002416781461321886956735458659,0.00015,9.75789734563782E-7,3299.784731,21.46597377853407192808428,2005.97860121,436.0723515804766,0.000008238653419053187,0.00650526489709188,4.0656515889323925,-14.6751545240064,99996715423.313158,888205,14843,49849343.040444,324283.1814240917621328239947,3376.8148649494,21.96707520493338925100335087,400,2.602105958836752,50122063.040444,326057.2972668266596464239947,0.043655932282810575,0.022412837979958744,0.02295823436301731
2016-12-18,1115,23527,660930431.2072968460739923339,0.00338355240167591,0.00002236366252014167232021696683,0.00015,9.91428232753158E-7,2190.941536,14.48107530067979664913792,2487.27259075,445.06844086115785,0.000008359784921098782,0.00660952155168772,7.575713311087329,-14.854330136469562,99996713232.371622,647527,8601,40203359.134852,265724.9686520456633396724174,4680.52076907941,30.93600289635234256867620185,400,2.643808620675088,40257159.134852,266080.5609115264626756724174,0.04319036929785543,0.022340678114459805,0.02235624888581645
2016-12-19,1526,23667,651771937.6427937896904485199,0.00294391070721127,0.00001918821481179333393803135663,0.00015,9.77690055176814E-7,1463.89787,9.5415892619568032532412,96.20627139,419.14470398160466,0.000008247635885447099,0.00651793370117876,6.608481946288286,-14.199787701276009,99996711768.473752,497263,13090,1039399098.63509,6774734.413968479195040098688,79418.651538204,517.645505363032218761973347,600,3.910760220707256,1039590148.63509,6775979.665202089397138098688,0.041959159823090675,0.02219183871798415,0.020884193138599873
2016-12-20,1778,23937,647744765.2344121697572113647,0.0032221086953823,0.00002087172731112400531473315764,0.00015,9.716491256658675E-7,2855.081516,18.4942497248411966090342,138.8368855,405.42126227892453,0.000008099328462887197,0.00647766083777245,7.115471833826197,-14.28610308571509,99996708913.392236,886091,19048,720245981.845438,4665509.190163160728388114583,37816.3157205711,244.9612673719820628223658462,500,3.238830418886225,720325181.845438,4666022.220901512306428114583,0.04162942612331227,0.02219273478628103,0.02069889973492657
2016-12-21,2196,23814,646823967.0869027357288746719,0.00546354994961492,0.00003534071554136282449627803309,0.00015,9.70267935699582E-7,5432.637184,35.14075777282980150971392,897.79517684,404.7751309713849,0.00000780758036236119,0.00646845290466388,7.8628057003718625,-13.16365099148519,99996703480.755052,994342,21091,111380308.182418,720458.2779849198328380156618,5301.31872279257,34.29133049099660987981081137,500,3.23422645233194,111810113.182418,723238.4513856088917814156618,0.0415400887043623,0.022131884283109592,0.020566455485734336
2016-12-22,2061,23636,643534719.5132522096086678188,0.0105746894470111,0.00006805404910117783914068645831,0.00015,9.653340096963285E-7,11188.359825,72.00336167861708159601675,331.03631612,401.2365748336667,0.000007496271770894216,0.00643556006464219,9.229106769300568,-11.98561966238337,99996692292.395227,1058032,22071,302071668.339965,1944000.365428519333849002123,13763.6042018923,88.57650154723952809152041614,500,3.217780032321095,303776508.339965,1954971.965649123925048602123,0.041519814443818026,0.02197691950221398,0.020330596687475326
2016-12-23,1738,23502,607388703.3314173299600809676,0.0115147528219684,0.00006994163001546881941136074459,0.00015,9.11113305211782E-7,12429.910832,75.50038094420834090548416,794.62349937,378.39052350524236,0.00000663427030976037,0.00607408870141188,1.3996488308750146,-13.560790459939827,99996679862.484395,1079477,24484,125841584.023352,764372.9436840161349732902218,5152.85386470152,31.29889143961004281931878206,400,2.429635480564752,126162474.023352,766322.0580074121931464902218,0.04173993275183896,0.023196103863880654,0.021395778824891024
2016-12-24,1427,23314,640861915.2810176872479806384,0.00786611801214959,0.00005041263247330352243522207108,0.00015,9.61324869435702E-7,8239.310249,52.80435899573444223406532,1152.44874685,401.89984763332495,0.0000071916002337814135,0.00640883246290468,-2.3651184245083945,-5.4300214764084105,99996671623.174146,1047443,11395,86768866.638573,556087.1292827335220273102216,7619.64604112093,48.83303490417894443211094295,300,1.922649738871404,86825866.638573,556452.4327331190887873102216,0.04192023319952378,0.024754794352694603,0.022745129467743045
2016-12-25,1362,23581,640866000.3688284120016834892,0.0059834588587602,0.00003834723217291758334458283392,0.00015,9.6133105645344E-7,6156.057713,39.4533964321775849158848,954.94511317,409.53369283722964,0.000007152734658094689,0.0064088737096896,5.540040745294477,-6.09706635878891,99996665467.116433,1028846,11170,104714568.500357,671102.4450834287008519591872,9514.13487021996,60.97488884019377609753532442,300,1.92266211290688,106272886.500357,681089.5083449647789447591872,0.041479709554463284,0.02470026090452931,0.022746892176656867
2016-12-26,1634,23617,623606220.6468464435507191514,0.00578926841726576,0.00003610344361870435054852778867,0.00015,9.354405690802935E-7,4867.935295,30.35776108400564278406055,1419.92744549,403.74906848145724,0.000006904630040911751,0.00623627046053529,-2.1725675926845547,-10.45851391662887,99996660599.181138,840855,10736,70423781.804202,439181.7501847275826348912886,6569.50277609929,40.96919610299258539499158894,400,2.494508184214116,70530181.804202,439845.2893617285374908912886,0.04151611824220748,0.02474217568134308,0.022338287792376177
2016-12-27,1939,23221,610068324.407789976514321306,0.00825625351756181,0.000050370473804498664096794038,0.00015,9.151331235897015E-7,8415.714798,51.34332913555875862635198,852.70293285,401.0021652209863,0.000006588781414377557,0.00610088749059801,-2.8122289434510903,-11.586883079277843,99996652183.46634,1019314,12098,117270210.212257,715452.3585037577343739618086,9699.32221956166,59.1744735966030564581534683,348.886,2.12851423304477731686,117342400.212257,715892.7815717040047158618086,0.041506495652783776,0.02494834592327035,0.02179223954940632
2016-12-28,1893,23479,624755477.9028300304391514101,0.01120253515634,0.0000699908033876579719308789716,0.00015,9.37164700813911E-7,11674.027456,72.93657632063748373826944,993.94750902,415.9407797007036,0.000006375523962594968,0.00624776467209274,2.2709028202539723,-7.566840347902916,99996640509.438884,1042088,4113,100605554.722101,628559.8306090355645607996467,24473.6899397279,152.9058554011834729177591654,1.066,0.00666011714045086084,100660286.722101,628901.7832650685444064796467,0.041485490642316554,0.02524895303346879,0.021836898840503275
2016-12-29,1896,23548,645533806.5051702115770404771,0.00695078481559683,0.00004487117621850931923890743575,0.00015,9.683333049921885E-7,6626.690572,42.77896788496890711064548,1415.98874384,436.59828456061035,0.000006631539450613674,0.00645555536661459,4.957279235588571,-3.6030087080226094,99996633882.748312,953373,2827,70619653.099631,455889.0805557835672684482163,25687.9087688826,165.8297173100660541042991571,0.000001,6.45555536661459E-9,72619718.089631,468800.6108355560235506523163,0.04148631549905803,0.02601970307263342,0.021280787631174074
2016-12-30,1717,23523,642112458.6638683111485249281,0.00649548655874304,0.00004170973501303084250289009846,0.00015,9.632011698235785E-7,6161.436676,39.56468676078067346310044,1020.29687655,440.45942263307575,0.000006680666861484511,0.00642134113215719,7.830223413156374,-4.455747549962695,99996627721.311636,948572,3079,98007383.948279,629338.845802206283994657976,32008.1143060341,205.5350209561257576123667002,0.000001,6.42134113215719E-9,98552983.948279,632842.329523911246858657976,0.04148810095549108,0.026013815361756107,0.02127964181120431
2016-12-31,1393,23991,652058553.5352934526272783898,0.00552744489473229,0.00003604339423130885552233903468,0.000168,0.0000010954953592808568,4215.903825,27.4910897348923418595075,3016.4524107,448.94930383930745,0.000006729621858562243,0.0065208057100051,9.996910753057735,-2.189520168404073,99996623505.407811,762722,2628,33150406.467732,216167.3597837768234227054332,12614.3099192283,82.25546414907787041418106433,0.000001,6.5208057100051E-9,33150406.467732,216167.3597837768234227054332,0.041482451141691176,0.026161880725753508,0.02141482476067391
2017-01-01,1279,23679,630797686.6381727418158197651,0.00598849310040823,0.00003777655335373840211758051164,0.00015,9.462285266179035E-7,4999.385672,31.53707558940811584385768,2467.13223705,438.1129684767003,0.000006325538866160137,0.00630819017745269,3.414059593161344,-4.598658275532168,99996618506.022139,834832,2604,40531519.553078,255680.5335219582833012888798,15565.1419174647,98.18787535440794937886899504,0.000001,6.30819017745269E-9,40531629.553078,255681.2274228778030971888798,0.04153198553820054,0.026796034456536662,0.021529718117986103
2017-01-02,1633,23567,626999902.9502204166663456981,0.00708489278004901,0.00004442377588698726712351243454,0.00015,9.4053171867507E-7,6403.432368,40.1508750032974220844384,2407.60543291,438.62212885140167,0.000006164927527761522,0.0062702114578338,5.867797356040516,-4.0664999180325,99996612102.589771,903815,2908,41533637.836061,260424.6918451891171785846618,14282.543960131,89.5545707858283325748242278,0.000001,6.2702114578338E-9,41533637.836061,260424.6918451891171785846618,0.041527203809850276,0.02674341589640479,0.021514963985525066
2017-01-03,1913,23701,642342260.740310849729653862,0.00751316564027499,0.00004826187612675341590181681169,0.000165,0.0000010599007052668749,6292.74204,40.4223134924758369857624,26.64068672,383.53751134102134,0.000006220786674459394,0.00642364063798106,7.643176948093244,-0.12783810832006334,99996605809.847731,837562,3230,3753529586.50587,24111325.18774335110717663882,1162123.94040429,7465.066569951676766105762747,0.000001,6.42364063798106E-9,3753660327.505868,24112165.02094398854166082286,0.04156426507434069,0.026989763832725337,0.021793429537735862
2017-01-04,1984,23715,647884698.4077268288215047192,0.0172826814573282,0.0001119756699340360390558737949,0.00015,9.71860213449888E-7,18423.908762,119.36975934679054514079104,1147.53115053,388.80793216962104,0.000005710963763880794,0.00647906808966592,7.043325287966641,1.578541092687501,99996587385.938969,1066033,9826,87140629.986189,564590.0750569023489432239789,8878.54976452157,57.52472846182257239836993389,200,1.295813617933184,87240629.986189,565237.9818658689409432239789,0.04153842503589399,0.0269871940352879,0.021818365947483674
2017-01-05,2436,23355,619234024.5435046075802694759,0.0289327311643791,0.0001791674896700246444549437591,0.00015,9.288830459113845E-7,33362.939893,206.60179485578853651941239,475.00659811,371.4651959082522,0.000006189470485096437,0.00619255363940923,4.284547108139008,-7.867746301616063,99996554022.999076,1153121,28614,210516136.87168,1303632.469539093578735517606,7358.77056237087,45.56958142758723716333496113,300,1.857766091822769,210563860.87168,1303928.002968980744828037606,0.041663533130340796,0.026397169729446307,0.02240976079941285
2017-01-06,2502,23593,631536366.2271515398910193096,0.0233644952769502,0.0001475604089907259204686742918,0.00015,9.473374488189705E-7,26859.239658,169.63175716551358477554726,368.46533947,376.2722832092078,0.000007076569257744004,0.00631558299212647,5.665591147287404,-11.40133234740122,99996527163.759418,1149575,16673,271386522.563447,1713964.106194052367602023142,16281.61228114,102.8278736071652418760757758,200,1.263116598425294,271463321.563447,1714449.136652264688371553142,0.04168963220561706,0.0241223196092921,0.022467545511512966
2017-01-07,2406,23598,640836660.1908849613292412859,0.0148826667207718,0.00009537691151134074624199922608,0.00015,9.61288524101223E-7,15587.271694,99.89243600993353372454508,1186.98123344,384.21191428494484,0.000007093438340151952,0.00640859016067482,9.433699187760745,-6.909178991399857,99996511576.487724,1047344,9994,84244391.368144,539887.7776139263760460909341,8454.44180189554,54.1810525456256534086415483,400,2.563436064269928,84493691.368144,541485.4391409826086720909341,0.04160992813499226,0.02362949354732749,0.02258427560363939
2017-01-08,1831,23845,625808454.1563053555436012095,0.00868587863759663,0.00005435886396423685710788955369,0.0003,0.000001877491025338959,8949.79906,56.0105580457901714652618,1978.79321051,386.26835520491073,0.0000068585274693161915,0.00625830341779653,4.529306948591728,-8.77346185308797,99996502626.688664,1030385,8919,50534084.155597,316257.6315861901788274066784,5684.35297181265,35.5744056314569698514629801,300,1.877491025338959,50698744.155597,317288.1238269645554572066784,0.0416294238698199,0.02394887276977826,0.022722039114462377
2017-01-09,2276,23613,618852716.0266869117907794156,0.0123381655236437,0.00007635775357173333535651472173,0.0003,0.000001856623338990108,13888.702785,85.9536324630930402235026,414.96336142,382.2129681568687,0.000006849679135008763,0.00618874446330036,3.710996520938508,-7.749223020859826,99996488737.985879,1125670,28672,240976669.349594,1491343.028221861431203866054,8447.8086408201,52.28132895289633345746302524,400,2.475497785320144,242215569.349594,1499010.263737444247207866054,0.0416351901433944,0.02372461800645637,0.02273159235069546
2017-01-10,2215,23261,679929152.5348959863881428653,0.0299977758434506,0.0002039708620260285331617575301,0.001035,0.00000703751649117782985,37751.930919,256.69549412199874921887549,359.76627601,421.0129388394675,0.000007500872296902399,0.00679953284171771,16.013893947175763,0.08728187751850056,99996450986.05496,1258491,36366,277948372.747695,1889919.088799947886156243178,7665.02212912322,52.11856969946633995796104623,420,2.8558037935214382,278746194.747695,1895343.905690792792983863178,0.04222334990142946,0.029501662866703172,0.026023839288663173
2017-01-11,2311,23430,648841959.4217519027878606027,0.143241756728738,0.0009294473011735943693876827932,0.00092,0.000005969568766871688,182247.060053,1182.5395190723670433494342,444.73488409,399.9767559855242,0.00000823105552308591,0.0064886617031214,11.86595398002486,-3.271508470263758,99996268738.994907,1272304,42351,224844671.096467,1458941.006494572584574412094,5322.06793455803,34.53309838837709853938043484,300,1.94659851093642,225394899.096467,1462511.249846157666253612094,0.04235213938041388,0.030644179648808206,0.026633675707871313
2017-01-12,2283,22985,634691203.0202343714228160418,0.0835936450762034,0.0005305819119702600231352579227,0.001266,0.00000803549958782173932,113647.232354,721.33672096180761234791308,418.49738309,391.22181450893163,0.000007864054938632378,0.00634715607252902,11.160082059552806,-6.603974837986572,99996155091.762553,1359520,22984,238940932.806638,1516595.392639400915879303635,10405.3268711555,66.04423363690401950257468261,300,1.904146821758706,239156032.806638,1517960.665910601908081303635,0.04231682464471131,0.030755496496004592,0.026692337429307517
2017-01-13,2325,23172,670004324.1269341687175341092,0.0270646666261593,0.0001813414753542251941614813622,0.012,0.00008040363970888152,36525.066716,244.72902538134369464495736,400.16493496,410.0668377602528,0.000008104418760958502,0.00670030330907346,18.92094559376061,0.9114556631936265,99996118566.695837,1349548,10390,249887258.554864,1674320.425390450535258416309,24271.0347021043,162.6232941291462207623452819,600,4.020181985444076,252176050.554864,1689656.026001831397918736309,0.042478261646376664,0.032150103927670794,0.027645504463564993
2017-01-14,1809,23204,685304293.5111569067161226983,0.0103472532456284,0.00007091293217061246710999640513,0.01,0.0000685330980959342,12662.968522,86.78324639039529107832524,96.04812879,401.16267619160317,0.000008357234658094674,0.00685330980959342,34.14610309905264,2.293959057856345,99996105903.727315,1223800,8740,1041104154.41212,7135009.31424104465179632025,119127.907264544,816.4204554524346358410217005,500,3.42665490479671,1041177909.492115,7135514.780654281732706845883,0.042510098227787715,0.0323718476227034,0.02778497390442312
2017-01-15,2996,23582,681945713.4948098677161655047,0.00399273534197825,0.00002722934903210028339548190142,0.000304,0.0000020731957910481456,4330.700425,29.5341772809224188992825,623.34038121,404.41133839515584,0.000008270871712448858,0.0068197229968689,35.8565564270528,3.5082555992590683,99996101573.02689,1084645,9617,160419739.498714,1094018.186611098089877576595,16690.1710001782,113.822342991589680219942038,1000,6.8197229968689,160509374.508714,1094629.472550119663697765595,0.042497529223019005,0.03222360733723823,0.027679208264202598
2017-01-16,2530,23535,681508786.0793086805232479681,0.00279842220413591,0.0000190722371756163831123019419,0.0003,0.000002044606115627802,2441.231594,16.63785682252069129058796,1289.48688576,409.40788429407496,0.000008202987142022213,0.00681535371875934,28.027710586913525,4.766736275506355,99996099131.795296,872360,15331,77547201.321857,528511.6069082973114660648944,5232.11606039117,35.65872164916742800316749103,500,3.40767685937967,80213571.321857,546683.8616033856528618648944,0.04249313070428611,0.032119540030639486,0.0276749509872268
2017-01-17,2174,23352,676456856.2715114959389930604,0.00561019199992423,0.00003795201091469811031490293077,0.0003,0.000002029449843171714,5331.174711,36.06450560386652569108218,598.92102275,406.85241329539963,0.000007466481786932836,0.00676483281057238,28.440539413197442,2.349810915511759,99996093800.620585,950266,17702,166960400.456884,1129459.195077032667577551264,9439.58425358061,63.85720927678449974287856955,600,4.058899686343428,167099520.456884,1130400.318617639497083151264,0.04248215825276482,0.032042615293372774,0.027560007335155658
2017-01-18,1907,23615,674107089.7672350778100497392,0.0102297762738503,0.00006896234846811620234865907481,0.0003,0.00000202240048917981,10921.810409,73.6275823796358024354743,957.448237,413.1980233020408,0.00000764965660109408,0.0067413349639327,29.385744809028115,3.427485964049283,99996082878.810176,1067649,16952,104440197.406427,704066.3544159796281281754629,6199.15522701905,41.79058187874967611228581794,600,4.04480097835962,105088079.408427,708433.9440085649435974408629,0.042413375316926426,0.03193348058998473,0.027443748088684976
2017-01-19,1942,23642,672639531.0325601188120236453,0.00676302374898237,0.0000454925564132277688149752171,0.0003,0.00000201799778183862,7003.090803,47.1074056882281338407062,1732.81875076,423.48815708352794,0.000007455312682641734,0.0067266592727954,23.51228387387164,3.8439560399796457,99996075875.719373,1035497,15844,57707175.566958,388176.5076343101749805343932,3666.56624381204,24.66374182325685828156297662,800,5.38132741823632,58093075.566958,390772.3254476819198405343932,0.04238815852465296,0.03191013048313794,0.027440548843665175
2017-01-20,1864,23502,659998814.0108706203149390736,0.00590653619759855,0.00003898460097597056197574647658,0.0003,0.000001980074260367052,5947.232232,39.25320487669497268406688,1730.42102804,416.4896542809733,0.0000073731405610754,0.00660024753455684,25.50482557468249,2.0374984843428874,99996069928.487141,1006890,14734,57787132.904658,381409.3814830774087000017607,3932.81776195588,25.95757073721064622936743222,600,3.960148520734104,57946136.904658,382458.8472420620844873617607,0.04239327465188708,0.032121103268668065,0.02748179396371207
2017-01-21,1649,23856,674148921.0735194937837227844,0.00530020689896874,0.00003573269386288678318311341323,0.0003,0.000002022526358537397,5368.759775,36.19486052530934948935225,1276.051281,426.01276655089225,0.000007292575444530088,0.00674175452845799,32.71804407273014,4.757852630388341,99996064559.727366,1012934,13722,78363672.407733,528308.6433214323932910416367,5721.94092754212,38.57592115982619914612437554,600,4.045052717074794,78516473.407733,529338.7901551353026210316367,0.04237198484905517,0.032316719360177715,0.027555424226460103
2017-01-22,1397,23912,674377912.7126310361132557725,0.00442268804953188,0.00002982680635561609241196029796,0.0003,0.000002023213440891888,3973.749831,26.79914689607022809756976,2384.14732641,435.6544433975496,0.000007310878586708389,0.00674404480297296,33.7734937667849,11.02973852530921,99996060585.977535,898492,8698,41942064.350688,282859.1611102148624544213965,4966.74687867188,33.49596347478926302064035236,800,5.395235842378368,43200764.350688,291347.8903037169272064213965,0.042275473604987616,0.030315772012674158,0.027090774581461766
2017-01-23,1414,23785,668222092.8250047661197819392,0.00499484427507951,0.00003337796877675761133821052546,0.000517,0.00000345484441700817397,2792.527527,18.66102153964718142210807,2451.08407457,435.82702413320044,0.0000072705580426533965,0.00668248436558641,30.855693897887104,4.269918183470549,99996057793.450008,559082,13126,40796665.781847,272623.0812552466511032878993,3121.51963902537,20.85950618465796919486091722,1100,7.350732802145051,40973066.781847,273801.8781798204594136978993,0.042281272631212195,0.028866665176456318,0.02671105398422663
2017-01-24,1357,23716,647181470.1783188129963693899,0.00560604878399248,0.00003628274085100294653019208872,0.0003,0.000001941621037330503,4330.599807,28.02794563176872029004307,1429.48158242,426.5279226981581,0.000007290475634846905,0.00647207012443501,26.993936255065563,0.9860767680577436,99996053462.850201,772487,8429,69952670.039628,452738.5858879363858678105763,8640.42828800902,55.92145778514631849408528379,400,2.588828049774004,72830170.039628,471361.9676709981271428105763,0.042345167914165996,0.02950389677711272,0.02700440664792577
2017-01-25,1640,24091,646904241.5173327754695902398,0.00434814080548379,0.00002812941836789732023835732534,0.0003,0.000001940789382838365,3313.722456,21.4374578675929037294148,565.73838757,428.86299824647784,0.000007222697253068383,0.00646929794279455,17.60452951860392,3.7366481093775037,99996050149.127745,762101,14142,176753164.264433,1143468.88195832357736319124,12659.8760616909,81.9005101619309089349443046,500,3.234648971397275,179035967.264433,1158237.01471002880448684124,0.04229983560309518,0.029040455493911325,0.02686156543600686
2017-01-26,1411,24064,631495429.0861585427507871736,0.00572476928466816,0.00003615308585781860287371914957,0.0003,0.00000189456119854344,4166.819122,26.3143127663001477988656,458.67634346,420.42158019039795,0.0000068893074225599,0.0063152039951448,-6.548761506992164,3.5128742314469794,99996045982.308623,727858,16350,218010035.634509,1376777.848020711449823331903,13345.6964914073,84.28079580052532098411927704,600,3.78912239708688,218202137.634509,1377991.011338586756192931903,0.04233711521716695,0.02910247943005638,0.027004774882496724
2017-01-27,1052,23596,641855806.7926233588721688149,0.00505413654612478,0.0000324415526375998251020744754,0.0003,0.000001925643619332414,3046.522319,19.55505421578713043716022,1187.33916433,429.7449709750101,0.00000697352483927528,0.00641881206444138,5.1062824916486855,2.737737436121224,99996042935.786304,602778,14015,84218600.666249,540583.3700068899247900049836,6098.14503564388,39.14284692550424620760081575,800,5.135049651553104,85465502.674549,548586.9996609421505296284376,0.04223316920915033,0.02893271810349295,0.02698082445577354
2017-01-28,925,21947,631901195.83705399284135285,0.00200231001483343,0.00001265312175415747894929629551,0.0003,0.000001895778624751584,1058.292926,6.68763035945536618164928,3408.46899489,424.3189437892865,0.000006848107539450611,0.00631926208250528,-8.944641519579212,-2.1112557536747536,99996041877.493378,528536,12184,29337524.274831,185391.5047445177495237286077,2425.13331211679,15.32505298428007356250315165,1200,7.583114499006336,29547824.274831,186720.4455604686099077286077,0.04224609773850348,0.02844171049563379,0.02702686983220057
2017-01-29,998,21716,634524886.3993001663485202552,0.00240283335121348,0.00001524717926152087246187958018,0.0003,0.00000190365002889036,1097.482119,6.9640728918033450382428,2857.92124721,469.30268044200363,0.000006930185856224426,0.0063455000963012,-2.5138510623779418,-1.1810778199617633,99996040780.011259,456745,12691,34989081.969092,222023.2230043638665219225104,2769.3548159398,17.57294125123819290078186776,700,4.44185006741084,35145881.969092,223018.1974194638946819225104,0.041878280963757876,0.028441347779460776,0.027028598930431885
2017-01-30,1084,21996,635679943.8134989576329810568,0.00227984015902222,0.00001449306063849059837666493628,0.0003,0.000001907115362601525,1272.517863,8.08946121904054237847025,1503.58992583,481.425722507665,0.000006907486265341899,0.00635705120867175,-0.011552508437305745,-2.511261776778534,99996039507.493396,558161,13224,66504861.325398,422774.8090711684775761201065,5268.53155818194,33.4923249098657600349922382,1000,6.35705120867175,69671061.325398,442902.5046080649724261201065,0.041694245419437795,0.028289502638178126,0.02701463503276611
2017-01-31,1221,21544,627347199.2778781696263229087,0.111688338477613,0.0007007017209386579850889065815,0.0003,0.000001882116961778712,43719.059837,274.28128024078717293596648,1423.92903745,482.8116629831723,0.000006477779038932737,0.00627372320592904,-5.0146318076489855,-0.5463844708874676,99995995788.433559,391438,13788,70225406.715104,440574.7637543530006429202202,5104.08447310009,32.02161320391013155947735761,700,4.391606244150328,70375116.715104,441514.0028555126372213202202,0.041510498394035145,0.027732949273058697,0.027045478048493225
2017-02-01,1345,22118,652107984.1474911877639938201,0.0569700686620998,0.0003715213680479231020701122696,0.0003,0.000001956402950388666,33706.398094,219.81098892692169407200868,815.9300239,501.8049972670154,0.0000066036738749269495,0.00652134316796222,-3.244707656699828,4.005155357474659,99995962082.035465,591651,16293,122554580.849459,799220.478525092974081619439,7529.89509908918,49.10502995991742757887865078,600,3.912805900777332,122684580.84946,800068.2531369345840247874012,0.0415974699678865,0.028597081875895828,0.027483699038848154
2017-02-02,1249,21973,641199361.4911575775607575658,0.0434392839108687,0.0002785437240189098348036852742,0.0003,0.000001923676213842123,23543.527169,150.96707734983692242379929,2153.84270038,498.1258373876088,0.0000063632293980128804,0.00641225404614041,-6.04481227919346,-0.17726072304425447,99995938538.508296,541987,13838,46426760.190501,297700.1808807305494153942454,3370.51880260883,21.61262282962080006790048582,760,4.8733130750667116,46641239.190501,299075.4747162926984117842454,0.04114931402053286,0.028446835920688043,0.027491887563714984
2017-02-03,1332,22249,643816200.1488484081874974559,0.00383183970629845,0.00002467100740443808795434363829,0.0003,0.000001931527096283751,2464.784909,15.86932946081593148904553,17.43470447,380.2157624736359,0.000006341387492694357,0.00643842365427917,-5.61595429980522,-0.6273191580063368,99995936073.723387,643238,14024,5735453458.96273,36927279.21820292567855404533,408985.175339613,2633.219827156078213805461761,900,5.794581288851253,5735608098.962736,36928274.85603686203994477101,0.040864947158532706,0.02841139190147066,0.02747510209376801
